marque,modele_dossier,modele,type_carburant,est_hybride,puissance_fiscale,conso_urbaine,conso_extraurbaine,conso_mixte,co2_gkm,masse_min_kg,masse_max_kg,carrosserie,gamme,motorisation
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"13,39999962","7,400000095","9,600000381",224.0,1940,1940,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"13,5","7,5","9,699999809",226.0,1940,1940,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,5","6,900000095",9,209.0,1890,1890,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,5","6,900000095",9,209.0,1890,1890,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,5","6,900000095",9,209.0,1890,1890,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,5","6,900000095",9,209.0,1890,1890,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,5","6,900000095",9,209.0,1890,1890,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,5","6,900000095",9,209.0,1890,1890,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,5","6,900000095",9,209.0,1890,1890,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,5","6,900000095",9,209.0,1890,1890,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"13,30000019","7,800000191","9,800000191",229.0,2005,2005,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"13,39999962","7,900000095","9,899999619",231.0,2005,2005,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"13,30000019","7,800000191","9,800000191",229.0,2005,2005,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"13,39999962","7,900000095","9,899999619",231.0,2005,2005,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"13,30000019","7,800000191","9,800000191",229.0,2005,2005,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"13,39999962","7,900000095","9,899999619",231.0,2005,2005,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"13,30000019","7,800000191","9,800000191",229.0,2005,2005,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"13,39999962","7,900000095","9,899999619",231.0,2005,2005,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,69999981","7,099999905","9,199999809",214.0,1955,1955,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,80000019","7,199999809","9,300000191",216.0,1955,1955,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,69999981","7,099999905","9,199999809",214.0,1955,1955,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,80000019","7,199999809","9,300000191",216.0,1955,1955,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,69999981","7,099999905","9,199999809",214.0,1955,1955,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,80000019","7,199999809","9,300000191",216.0,1955,1955,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,69999981","7,099999905","9,199999809",214.0,1955,1955,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 500,ES,non,30,"12,80000019","7,199999809","9,300000191",216.0,1955,1955,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"14,39999962",8,"10,39999962",243.0,1945,1945,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"14,39999962",8,"10,39999962",243.0,1945,1945,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"14,39999962","8,399999619","10,60000038",248.0,2025,2025,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"14,39999962","8,399999619","10,60000038",248.0,2025,2025,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,14,"7,800000191","10,10000038",235.0,1955,1955,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,14,"7,800000191","10,10000038",235.0,1955,1955,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,14,"7,800000191","10,10000038",235.0,1955,1955,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,14,"7,800000191","10,10000038",235.0,1955,1955,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"14,39999962","8,399999619","10,60000038",248.0,2025,2025,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"14,39999962","8,399999619","10,60000038",248.0,2025,2025,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"14,39999962","8,399999619","10,60000038",248.0,2025,2025,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"14,39999962","8,399999619","10,60000038",248.0,2025,2025,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,14,"7,800000191","10,10000038",235.0,1955,1955,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,14,"7,800000191","10,10000038",235.0,1955,1955,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,14,"7,800000191","10,10000038",235.0,1955,1955,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,14,"7,800000191","10,10000038",235.0,1955,1955,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,"14,39999962","8,399999619","10,60000038",248.0,2025,2025,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,"14,39999962","8,399999619","10,60000038",248.0,2025,2025,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,"14,39999962","8,399999619","10,60000038",248.0,2025,2025,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,"14,39999962","8,399999619","10,60000038",248.0,2025,2025,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"13,89999962","7,599999905","9,899999619",231.0,1870,1870,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"13,89999962","7,599999905","9,899999619",231.0,1870,1870,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"13,89999962","7,599999905","9,899999619",231.0,1870,1870,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"13,89999962","7,599999905","9,899999619",231.0,1870,1870,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"14,39999962",8,"10,39999962",243.0,1945,1945,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"14,39999962",8,"10,39999962",243.0,1945,1945,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"14,39999962",8,"10,39999962",243.0,1945,1945,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"14,39999962",8,"10,39999962",243.0,1945,1945,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,"13,89999962","7,599999905","9,899999619",231.0,1870,1870,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,"13,89999962","7,599999905","9,899999619",231.0,1870,1870,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,"13,89999962","7,599999905","9,899999619",231.0,1870,1870,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,"13,89999962","7,599999905","9,899999619",231.0,1870,1870,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,"14,39999962",8,"10,39999962",243.0,1945,1945,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,"14,39999962",8,"10,39999962",243.0,1945,1945,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,"14,39999962",8,"10,39999962",243.0,1945,1945,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,"14,39999962",8,"10,39999962",243.0,1945,1945,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"13,89999962","7,599999905","9,899999619",231.0,1870,1870,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"13,89999962","7,599999905","9,899999619",231.0,1870,1870,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"13,89999962","7,599999905","9,899999619",231.0,1870,1870,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,"13,89999962","7,599999905","9,899999619",231.0,1870,1870,COUPE,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,"14,39999962","8,399999619","10,60000038",248.0,2025,2025,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,50,"14,39999962","8,399999619","10,60000038",248.0,2025,2025,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,14,"7,800000191","10,10000038",235.0,1955,1955,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,14,"7,800000191","10,10000038",235.0,1955,1955,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,14,"7,800000191","10,10000038",235.0,1955,1955,BREAK,LUXE,essence
MERCEDES,CLASSE CLS,CLS 63 AMG,ES,non,47,14,"7,800000191","10,10000038",235.0,1955,1955,BREAK,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,5",5,6,139.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,199999809","6,099999905",142.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,800000191","5,300000191","6,199999809",145.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,800000191","5,300000191","6,199999809",145.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,5",5,6,139.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,199999809","6,099999905",142.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,800000191","5,300000191","6,199999809",145.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,5",5,6,139.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,199999809","6,099999905",142.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,800000191","5,300000191","6,199999809",145.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,5",5,6,139.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,199999809","6,099999905",142.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,800000191","5,300000191","6,199999809",145.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,800000191","5,300000191","6,199999809",145.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,5","4,800000191","5,800000191",135.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,599999905","4,900000095","5,900000095",138.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,5","4,800000191","5,800000191",135.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,599999905","4,900000095","5,900000095",138.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,5","4,800000191","5,800000191",135.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,599999905","4,900000095","5,900000095",138.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,699999809","5,099999905","6,099999905",142.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,5","4,800000191","5,800000191",135.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,599999905","4,900000095","5,900000095",138.0,1655,1655,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,199999809","6,400000095",149.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,5","5,400000095","6,599999905",153.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,600000381","5,599999905","6,699999809",157.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,600000381","5,599999905","6,699999809",157.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,199999809","6,400000095",149.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,5","5,400000095","6,599999905",153.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,600000381","5,599999905","6,699999809",157.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,600000381","5,599999905","6,699999809",157.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,199999809","6,400000095",149.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,5","5,400000095","6,599999905",153.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,600000381","5,599999905","6,699999809",157.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,199999809","6,400000095",149.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,5","5,400000095","6,599999905",153.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,600000381","5,599999905","6,699999809",157.0,1735,1735,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,8,5,"6,099999905",142.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,199999809","5,099999905","6,300000191",145.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,8,5,"6,099999905",142.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,199999809","5,099999905","6,300000191",145.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,8,5,"6,099999905",142.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,199999809","5,099999905","6,300000191",145.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,399999619","5,300000191","6,5",151.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,8,5,"6,099999905",142.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,199999809","5,099999905","6,300000191",145.0,1615,1615,BERLINE,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,100000381","5,300000191","6,300000191",146.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,800000191","5,099999905","6,099999905",142.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,100000381","5,300000191","6,300000191",146.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,800000191","5,099999905","6,099999905",142.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,100000381","5,300000191","6,300000191",146.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,800000191","5,099999905","6,099999905",142.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,100000381","5,300000191","6,300000191",146.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,800000191","5,099999905","6,099999905",142.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,100000381","5,300000191","6,300000191",146.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,100000381","5,300000191","6,300000191",146.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,800000191","5,099999905","6,099999905",142.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,100000381","5,300000191","6,300000191",146.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,800000191","5,099999905","6,099999905",142.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,100000381","5,300000191","6,300000191",146.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,100000381","5,300000191","6,300000191",146.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,800000191","5,099999905","6,099999905",142.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,100000381","5,300000191","6,300000191",146.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"7,800000191","5,099999905","6,099999905",142.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,100000381","5,300000191","6,300000191",146.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,100000381","5,300000191","6,300000191",146.0,1735,1735,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,5","5,199999809","6,400000095",150.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,300000191","5,400000095","6,5",152.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,5","5,199999809","6,400000095",150.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,300000191","5,400000095","6,5",152.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,5","5,199999809","6,400000095",150.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,300000191","5,400000095","6,5",152.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,5","5,199999809","6,400000095",150.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,300000191","5,400000095","6,5",152.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,300000191","5,400000095","6,5",152.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,300000191","5,400000095","6,5",152.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,5","5,199999809","6,400000095",150.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,300000191","5,400000095","6,5",152.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,5","5,199999809","6,400000095",150.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,300000191","5,400000095","6,5",152.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,300000191","5,400000095","6,5",152.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,5","5,199999809","6,400000095",150.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,300000191","5,400000095","6,5",152.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,5","5,199999809","6,400000095",150.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,300000191","5,400000095","6,5",152.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,ES,non,10,"8,300000191","5,400000095","6,5",152.0,1705,1705,CABRIOLET,LUXE,essence
MERCEDES,CLASSE E,E 200,GO,non,7,"6,5","4,800000191","5,400000095",141.0,1845,1845,BERLINE,LUXE,diesel
MERCEDES,CLASSE E,E 200,GO,non,7,"6,400000095","4,599999905","5,300000191",137.0,1845,1845,BERLINE,LUXE,diesel
MERCEDES,CLASSE E,E 200,GO,non,7,"6,5","4,699999809","5,400000095",139.0,1845,1845,BERLINE,LUXE,diesel
MERCEDES,CLASSE E,E 200,GO,non,7,"6,5","4,800000191","5,400000095",141.0,1845,1845,BERLINE,LUXE,diesel
MERCEDES,CLASSE E,E 200,GO,non,7,"6,5","4,699999809","5,400000095",139.0,1845,1845,BERLINE,LUXE,diesel
MERCEDES,CLASSE E,E 200,GO,non,7,"6,5","4,800000191","5,400000095",141.0,1845,1845,BERLINE,LUXE,diesel
MERCEDES,CLASSE E,E 200,GO,non,7,"6,5","4,800000191","5,400000095",141.0,1845,1845,BERLINE,LUXE,diesel
MERCEDES,CLASSE E,E 200,GO,non,7,"6,400000095","4,599999905","5,300000191",137.0,1845,1845,BERLINE,LUXE,diesel
MERCEDES,CLASSE E,E 200,GO,non,7,"6,5","4,800000191","5,400000095",141.0,1845,1845,BERLINE,LUXE,diesel
MERCEDES,CLASSE E,E 200,GO,non,7,"6,5","4,699999809","5,400000095",139.0,1845,1845,BERLINE,LUXE,diesel
MERCEDES,CLASSE E,E 200,GO,non,7,"6,400000095","4,599999905","5,300000191",137.0,1845,1845,BERLINE,LUXE,diesel
MERCEDES,CLASSE E,E 200,GO,non,7,"6,5","4,800000191","5,400000095",141.0,1845,1845,BERLINE,LUXE,diesel
MERCEDES,CLASSE E,E 200,GO,non,7,"6,5","4,699999809","5,400000095",139.0,1845,1845,BERLINE,LUXE,diesel
